SubDomain Number,SubDomainName,question,option A,option B,option C,option D,option E,option F,answer,_multanswer,_stateNew,_stateWrong,_stateRight,_stateMastered,_countRight,_countWrong,_LabAssignment,_StudyRef,_AICoaching,_MarkedQuestions,_SubDomainNum,_SubDomainName, ,_OriginalNumber,_ExamNumber,_ExamName,_ImageURL,_Explanation
5.1,VPC Security,"A company has thousands of AWS Lambda functions. While reviewing the Lambda functions, a security engineer discovers that sensitive information is being stored in environment variables and is viewable as plaintext in the Lambda console. The values of the sensitive information are only a few characters long. What is the MOST cost-effective way to address this security issue?",Set up IAM policies from the Lambda console to hide access to the environment variables.,Use AWS Step Functions to store the environment variables. Access the environment variables at runtime. Use IAM permissions to restrict access to the environment variables to only the Lambda functions that require access.,"Store the environment variables in AWS Secrets Manager, and access them at runtime. Use IAM permissions to restrict access to the secrets to only the Lambda functions that require access.","Store the environment variables in AWS Systems Manager Parameter Store as secure string parameters, and access them at runtime. Use IAM permissions to restrict access to the parameters to only the Lambda functions that require access.",,,D,0,1,,,,0,0,,,,,5.1,Encryption at Rest,,42,SCS-C02,AWS Certified Security - Specialty,,"Store sensitive values in AWS Systems Manager Parameter Store as SecureString parameters encrypted with KMS, then retrieve them at runtime using IAM to restrict access. This removes plaintext exposure in the Lambda console and is more cost-effective than Secrets Manager, which is better suited for secret rotation and higher-cost use cases."
5.1,VPC Security,A company uses Amazon GuardDuty. The company's security team wants all High severity ﬁndings to automatically generate a ticket in a third-party ticketing system through email integration. Which solution will meet this requirement?,Create a veriﬁed identity for the third-party ticketing email system in Amazon Simple Email Service (Amazon SES). Create an Amazon EventBridge rule that includes an event pattern that matches High severity GuardDuty ﬁndings. Specify the SES identity as the target for the EventBridge rule.,Create an Amazon Simple Notiﬁcation Service (Amazon SNS) topic. Subscribe the third-party ticketing email system to the SNS topic. Create an Amazon EventBridge rule that includes an event pattern that matches High severity GuardDuty ﬁndings. Specify the SNS topic as the target for the EventBridge rule.,Use the GuardDuty CreateFilter API operation to build a ﬁlter in GuardDuty to monitor for High severity ﬁndings. Export the results of the ﬁlter to an Amazon Simple Notiﬁcation Service (Amazon SNS) topic. Subscribe the third-party ticketing email system to the SNS topic.,Use the GuardDuty CreateFilter API operation to build a ﬁlter in GuardDuty to monitor for High severity ﬁndings. Create an Amazon Simple Notiﬁcation Service (Amazon SNS) topic. Subscribe the third-party ticketing email system to the SNS topic. Create an Amazon EventBridge rule that includes an event pattern that matches GuardDuty ﬁndings that are selected by the ﬁlter. Specify the SNS topic as the target for the EventBridge rule.,,,B,0,1,,,,0,0,,,,,2.4,Alerting & Remediation,,74,SCS-C02,AWS Certified Security - Specialty,,"EventBridge can match High severity GuardDuty findings and send them to an SNS topic, where the third‑party ticketing system can be subscribed via email to create tickets automatically. SES is not a valid EventBridge target, and GuardDuty filters do not directly publish to SNS, making B the simplest supported integration."
5.1,VPC Security,"A company has deployed servers on Amazon EC2 instances in a VPC. External vendors access these servers over the internet. Recently, the company deployed a new application on EC2 instances in a new CIDR range. The company needs to make the application available to the vendors. A security engineer veriﬁed that the associated security groups and network ACLs are allowing the required ports in the inbound direction. However, the vendors cannot connect to the application. Which solution will provide the vendors access to the application?",Modify the security group that is associated with the EC2 instances to have the same outbound rules as inbound rules.,Modify the network ACL that is associated with the CIDR range to allow outbound traﬃc to ephemeral ports.,Modify the inbound rules on the internet gateway to allow the required ports.,Modify the network ACL that is associated with the CIDR range to have the same outbound rules as inbound rules.,,,B,0,1,,,,0,0,,,,,3.1,Network Architecture Security,,92,SCS-C02,AWS Certified Security - Specialty,,"Network ACLs are stateless, so even if inbound ports are allowed, the return traffic must be explicitly permitted. Application responses use ephemeral ports; therefore, the subnet’s NACL must allow outbound traffic to the ephemeral port range. Security groups are stateful and internet gateways have no rules, so A, C, and D won’t fix the issue."
5.1,VPC Security,A company uses SAML federation with AWS Identity and Access Management (IAM) to provide internal users with SSO for their AWS accounts. The company's identity provider certiﬁcate was rotated as part of its normal lifecycle Shortly after users started receiving the following error when attempting to log in: “Error: Response Signature Invalid (Service: AWSSecurityTokenService; Status Code: 400; Error Code: InvalidIdentityToken)” A security engineer needs to address the immediate issue and ensure that it will not occur again. Which combination of steps should the security engineer take to accomplish this? (Choose two.),Download a new copy of the SAML metadata ﬁle from the identity provider. Create a new IAM identity provider entity. Upload the new metadata ﬁle to the new IAM identity provider entity.,"During the next certiﬁcate rotation period and before the current certiﬁcate expires, add a new certiﬁcate as the secondary to the identity provider. Generate a new metadata ﬁle and upload it to the IAM identity provider entity. Perform automated or manual rotation of the certiﬁcate when required.",Download a new copy of the SAML metadata ﬁle from the identity provider. Upload the new metadata to the IAM identity provider entity conﬁgured for the SAML integration in question.,"During the next certiﬁcate rotation period and before the current certiﬁcate expires, add a new certiﬁcate as the secondary to the identity provider. Generate a new copy of the metadata ﬁle and create a new IAM identity provider entity. Upload the metadata ﬁle to the new IAM identity provider entity. Perform automated or manual rotation of the certiﬁcate when required.",Download a new copy of the SAML metadata ﬁle from the identity provider. Create a new IAM identity provider entity. Upload the new metadata ﬁle to the new IAM identity provider entity. Update the identity provider conﬁgurations to pass a new IAM identity provider entity name in the SAML assertion.,,"B, C",1,1,,,,0,0,,,,,4.1,Authentication & Authorization,,121,SCS-C02,AWS Certified Security - Specialty,,"The error indicates IAM is validating SAML responses with an outdated IdP signing certificate; immediately fix by uploading the refreshed IdP metadata (with the new cert) to the existing IAM SAML provider (C). To prevent future outages, adopt a dual-certificate rotation: add the new cert as secondary on the IdP, regenerate and upload metadata so IAM trusts both old and new certs, then rotate when ready (B). Creating new IAM identity providers is unnecessary and adds complexity."
5.1,VPC Security,"An Amazon EC2 Auto Scaling group launches Amazon Linux EC2 instances and installs the Amazon CloudWatch agent to publish logs to Amazon CloudWatch Logs. The EC2 instances launch with an IAM role that has an IAM policy attached. The policy provides access to publish custom metrics to CloudWatch. The EC2 instances run in a private subnet inside a VPC The VPC provides access to the internet for private subnets through a NAT gateway. A security engineer notices that no logs are being published to CloudWatch Logs for the EC2 instances that the Auto Scaling group launches. The security engineer validates that the CloudWatch Logs agent is running and is conﬁgured properly on the EC2 instances. In addition, the security engineer validates that network communications are working properly to AWS services. What can the security engineer do to ensure that the logs are published to CloudWatch Logs?",Conﬁgure the IAM policy in use by the IAM role to have access to the required cloudwatch: API actions that will publish logs.,Adjust the Amazon EC2 Auto Scaling service-linked role to have permissions to write to CloudWatch Logs.,Conﬁgure the IAM policy in use by the IAM role to have access to the required AWS logs: API actions that will publish logs.,Add an interface VPC endpoint to provide a route to CloudWatch Logs.,,,A,0,1,,,,0,0,,,,,2.1,Logging Configuration,,125,SCS-C02,AWS Certified Security - Specialty,,"Since the agent is running and network connectivity is verified, the most likely cause is insufficient IAM permissions on the instance role. Grant the instance role the required CloudWatch/CloudWatch Logs permissions (e.g., create log groups/streams and put log events) so the agent can publish logs to CloudWatch Logs."
5.1,VPC Security,"An AWS Lambda function was misused to alter data, and a security engineer must identify who invoked the function and what output was produced. The engineer cannot ﬁnd any logs created by the Lambda function in Amazon CloudWatch Logs. Which of the following explains why the logs are not available?",The execution role for the Lambda function did not grant permissions to write log data to CloudWatch Logs.,"The Lambda function was invoked by using Amazon API Gateway, so the logs are not stored in CloudWatch Logs.",The execution role for the Lambda function did not grant permissions to write to the Amazon S3 bucket where CloudWatch Logs stores the logs.,The version of the Lambda function that was invoked was not current.,,,A,0,1,,,,0,0,,,,,2.1,Logging Configuration,,155,SCS-C02,AWS Certified Security - Specialty,,"Lambda writes to CloudWatch Logs using the function’s execution role; without permissions like logs:CreateLogGroup, logs:CreateLogStream, and logs:PutLogEvents, no logs are created or visible. API Gateway invocation, S3 storage, or the function version do not prevent CloudWatch logging."
5.1,VPC Security,A company runs a global ecommerce website that is hosted on AWS. The company uses Amazon CloudFront to serve content to its user base. The company wants to block inbound traﬃc from a speciﬁc set of countries to comply with recent data regulation policies. Which solution will meet these requirements MOST cost-effectively?,Create an AWS WAF web ACL with an IP match condition to deny the countries' IP ranges. Associate the web ACL with the CloudFront distribution.,Create an AWS WAF web ACL with a geo match condition to deny the speciﬁc countries. Associate the web ACL with the CloudFront distribution.,Use the geo restriction feature in CloudFront to deny the speciﬁc countries.,Use geolocation headers in CloudFront to deny the speciﬁc countries.,,,C,0,1,,,,0,0,,,,,3.2,Edge & Web Protection,,168,SCS-C02,AWS Certified Security - Specialty,,"CloudFront’s built-in geo restriction lets you deny traffic from specific countries directly at the edge, providing the simplest and most cost-effective way to comply. While AWS WAF geo match could also block countries, it adds additional WAF costs and complexity; IP-based blocking and geolocation headers are either harder to maintain or not intended for outright blocking."
5.1,VPC Security,"A company runs an online game on AWS. When players sign up for the game, their username and password credentials are stored in an Amazon Aurora database. The number of users has grown to hundreds of thousands of players. The number of requests for password resets and login assistance has become a burden for the company's customer service team. The company needs to implement a solution to give players another way to log in to the game. The solution must remove the burden of password resets and login assistance while securely protecting each player's credentials. Which solution will meet these requirements?","When a new player signs up, use an AWS Lambda function to automatically create an IAM access key and a secret access key. Program the Lambda function to store the credentials on the player's device. Create IAM keys for existing players.","Migrate the player credentials from the Aurora database to AWS Secrets Manager. When a new player signs up, create a key-value pair in Secrets Manager for the player’s user ID and password.","Conﬁgure Amazon Cognito user pools to federate access to the game with third-party identity providers (IdPs), such as social IdPs. Migrate the game’s authentication mechanism to Cognito.","Instead of using usernames and passwords for authentication, issue API keys to new and existing players. Create an Amazon API Gateway API to give the game client access to the game’s functionality.",,,C,0,1,,,,0,0,,,,,4.1,Authentication & Authorization,,172,SCS-C02,AWS Certified Security - Specialty,,"Amazon Cognito user pools provide a managed user directory and can federate with social and enterprise identity providers, allowing players to log in with existing identities and offloading password management, resets, and MFA to Cognito/IdPs. This reduces customer support burden while securely managing credentials and scaling to hundreds of thousands of users."
5.1,VPC Security,A company has an application that runs on Amazon EC2 instances behind an Application Load Balancer (ALB). The instances are in an Amazon EC2 Auto Scaling group and are attached to Amazon Elastic Block Store (Amazon EBS) volumes. A security engineer needs to preserve all forensic evidence from one of the instances. Which order of steps should the security engineer use to meet this requirement?,Take an EBS volume snapshot of the instance and store the snapshot in an Amazon S3 bucket. Take a memory snapshot of the instance and store the snapshot in an S3 bucket Detach the instance from the Auto Scaling group. Deregister the instance from the ALB. Stop the instance.,Take a memory snapshot of the instance and store the snapshot in an Amazon S3 bucket. Stop the instance. Take an EBS volume snapshot of the instance and store the snapshot in an S3 bucket. Detach the instance from the Auto Scaling group. Deregister the instance from the ALB.,Detach the instance from the Auto Scaling group. Deregister the instance from the ALB. Take an EBS volume snapshot of the instance and store the snapshot in an Amazon S3 bucket. Take a memory snapshot of the instance and store the snapshot in an S3 bucket. Stop the instance.,Detach the instance from the Auto Scaling group. Deregister the instance from the ALB Stop the instance. Take a memory snapshot of the instance and store the snapshot in an Amazon S3 bucket. Take an EBS volume snapshot of the instance and store the snapshot in an S3 bucket.,,,C,0,1,,,,0,0,,,,,1.2,Detection & Investigation,,197,SCS-C02,AWS Certified Security - Specialty,,"First isolate the instance by detaching it from the Auto Scaling group and deregistering it from the ALB to prevent termination or further changes. Then acquire evidence while it’s still running by taking EBS and memory snapshots, preserving both disk and volatile data. Finally, stop the instance to maintain its state after evidence collection."
5.1,VPC Security,A security engineer discovers that a company’s user passwords have no required minimum length. The company is using the following two identity providers (IdPs): • AWS Identity and Access Management (IAM) federated with on-premises Active Directory • Amazon Cognito user pools that contain the user database for an AWS Cloud application that the company developed Which combination of actions should the security engineer take to implement a required minimum length for the passwords? (Choose two.),Update the password length policy in the IAM conﬁguration.,Update the password length policy in the Cognito conﬁguration.,Update the password length policy in the on-premises Active Directory conﬁguration,Create an SCP in AWS Organizations. Conﬁgure the SCP to enforce a minimum password length for IAM and Cognito.,Create an IAM policy that includes a condition for minimum password length. Enforce the policy for IAM and Cognito.,,"B, C",1,1,,,,0,0,,,,,4.1,Authentication & Authorization,,213,SCS-C02,AWS Certified Security - Specialty,,"Cognito user pools have their own password policy, so you set the minimum length in the Cognito configuration. For federated users via on-premises Active Directory, passwords are managed by AD, so the minimum length must be enforced in AD. IAM password policies and SCPs do not control passwords for Cognito or federated AD users."
5.1,VPC Security,A company is planning to create an organization by using AWS Organizations. The company needs to integrate user management with the company’s external identity provider (IdP). The company also needs to centrally manage access to all of its AWS accounts and applications from the organization’s management account. Which solution will meet these requirements?,Conﬁgure AWS Directory Service with the external IdP. Create IAM policies and associate them with users from the external IdP.,Enable AWS IAM Identity Center and use the external IdP as the identity source. Create permission sets and account assignments by using IAM Identity Center.,Conﬁgure AWS Identity and Access Management (IAM) to use the external IdP as an IdP. Create IAM policies and associate them with users from the external IdP.,Enable Amazon Cognito in the organization’s management account. Create an identity pool and associate it with the external IdP. Create IAM roles and associate them with the identity pool.,,,B,0,1,,,,0,0,,,,,4.2,Cross-Account & Federation,,222,SCS-C02,AWS Certified Security - Specialty,,"IAM Identity Center (formerly AWS SSO) is designed to integrate with an external IdP and centrally manage user access across all AWS Organizations accounts using permission sets and account assignments from the management account. IAM or Directory Service do not provide centralized, multi-account SSO management, and Amazon Cognito is intended for application authentication, not AWS account access management."
5.1,VPC Security,"A company has an application on Amazon EC2 instances that store conﬁdential customer data. The company must restrict access to customer data. A security engineer requires secure access to the instances that host the application. According to company policy, users must not open any inbound ports, maintain bastion hosts, or manage SSH keys for the EC2 instances. The security engineer wants to monitor, store, and access all session activity logs. The logs must be encrypted. Which solution will meet these requirements?",Use AWS Control Tower to connect to the EC2 instances. Conﬁgure Amazon CloudWatch logging for the sessions. Select the upload session logs option and allow only encrypted CloudWatch Logs log groups.,Use AWS Security Hub to connect to the EC2 instances. Conﬁgure Amazon CloudWatch logging for the sessions. Select the upload session logs option and allow only encrypted CloudWatch Logs log groups.,Use AWS Systems Manager Session Manager to connect to the EC2 instances. Conﬁgure Amazon CloudWatch monitoring to record the sessions. Select the store session logs option for the desired CloudWatch Logs log groups.,Use AWS Systems Manager Session Manager to connect to the EC2 instances. Conﬁgure Amazon CloudWatch logging. Select the upload session logs option and allow only encrypted CloudWatch Logs log groups.,,,D,0,1,,,,0,0,,,,,4.1,Authentication & Authorization,,231,SCS-C02,AWS Certified Security - Specialty,,"AWS Systems Manager Session Manager enables secure instance access without opening inbound ports, using bastion hosts, or managing SSH keys. It supports uploading session logs to CloudWatch Logs (and S3) with KMS encryption and allows enforcing the use of encrypted log groups, meeting the monitoring and encryption requirements. Control Tower and Security Hub do not provide interactive access to EC2 instances."
5.1,VPC Security,"A company hired an external consultant who needs to use a laptop to access the company’s VPCs. Speciﬁcally, the consultant needs access to two VPCs that are peered together in the same AWS Region. The company wants to provide the consultant with access to these VPCs without also providing any unnecessary access to other network resources. Which solution will meet these requirements?",Create an AWS Site-to-Site VPN endpoint in the same Region as the VPCs. Conﬁgure access through an appropriate subnet and authorization rule.,Create an AWS account. Use the VPC sharing feature through AWS Resource Access Manager to allow the consultant to access the VPCs.,Create an AWS Client VPN endpoint in the same Region as the VPCs. Conﬁgure access through an appropriate subnet and authorization rule.,Create a gateway VPC endpoint in the same Region as the VPCs. Conﬁgure access through an appropriate subnet and authorization rule.,,,C,0,1,,,,0,0,,,,,4.1,Authentication & Authorization,,235,SCS-C02,AWS Certified Security - Specialty,,"AWS Client VPN provides secure, client-based remote access from a laptop to specific VPC subnets and can be restricted with authorization rules and routes to only the two peered VPCs. Site-to-Site VPN is for network-to-network connections, VPC sharing is for sharing resources across accounts (not network access), and gateway VPC endpoints are for private access to AWS services, not VPC connectivity."
5.1,VPC Security,A company’s security policy requires all Amazon EC2 instances to use the Amazon Time Sync Service. AWS CloudTrail trails are enabled in all of the company’s AWS accounts. VPC ﬂow logs are enabled for all VPCs. A security engineer must identify any EC2 instances that attempt to use Network Time Protocol (NTP) servers on the internet. Which solution will meet these requirements?,Monitor CloudTrail logs for API calls to non-standard time servers.,Monitor CloudTrail logs for API calls to the Amazon Time Sync Service.,Monitor VPC ﬂow logs for traﬃc to non-standard time servers.,Monitor VPC ﬂow logs for traﬃc to the Amazon Time Sync Service.,,,C,0,1,,,,0,0,,,,,2.3,Monitoring & Detection,,270,SCS-C02,AWS Certified Security - Specialty,,"NTP usage is a network-level action, not an API call, so CloudTrail cannot detect it. VPC Flow Logs capture outbound flows; filtering for UDP/123 traffic to public IPs (excluding 169.254.169.123, the Amazon Time Sync Service) identifies instances attempting to use non-standard internet NTP servers."
5.1,VPC Security,A public subnet contains two Amazon EC2 instances. The subnet has a custom network ACL. A security engineer is designing a solution to improve the subnet security. The solution must allow outbound traﬃc to an internet service that uses TLS through port 443. The solution also must deny inbound traﬃc that is destined for MySQL port 3306. Which network ACL rule set meets these requirements?,Use inbound rule 100 to allow traﬃc on TCP port 443. Use inbound rule 200 to deny traﬃc on TCP port 3306. Use outbound rule 100 to allow traﬃc on TCP port 443.,Use inbound rule 100 to deny traﬃc on TCP port 3306. Use inbound rule 200 to allow traﬃc on TCP port range 1024-65535. Use outbound rule 100 to allow traﬃc on TCP port 443.,Use inbound rule 100 to allow traﬃc on TCP port range 1024-65535. Use inbound rule 200 to deny traﬃc on TCP port 3306. Use outbound rule 100 to allow traﬃc on TCP port 443.,Use inbound rule 100 to deny traﬃc on TCP port 3306. Use inbound rule 200 to allow traﬃc on TCP port 443. Use outbound rule 100 to allow traﬃc on TCP port 443.,,,D,0,1,,,,0,0,,,,,3.1,Network Architecture Security,,285,SCS-C02,AWS Certified Security - Specialty,,"Network ACLs are stateless, so an explicit outbound allow on TCP 443 is required to permit TLS egress. Option D also explicitly denies inbound TCP 3306 to block MySQL, satisfying the deny requirement. Allowing inbound 443 is acceptable and does not violate requirements, while other inbound ports remain implicitly denied."
5.2,VPC Endpoints & PrivateLink,A security engineer is working with a company to design an ecommerce application. The application will run on Amazon EC2 instances that run in an Auto Scaling group behind an Application Load Balancer (ALB). The application will use an Amazon RDS DB instance for its database. The only required connectivity from the internet is for HTTP and HTTPS traﬃc to the application. The application must communicate with an external payment provider that allows traﬃc only from a preconﬁgured allow list of IP addresses. The company must ensure that communications with the external payment provider are not interrupted as the environment scales. Which combination of actions should the security engineer recommend to meet these requirements? (Choose three.),Deploy a NAT gateway in each private subnet for every Availability Zone that is in use.,Place the DB instance in a public subnet.,Place the DB instance in a private subnet.,Conﬁgure the Auto Scaling group to place the EC2 instances in a public subnet.,Conﬁgure the Auto Scaling group to place the EC2 instances in a private subnet.,Deploy the ALB in a private subnet.,"A, C, E",1,1,,,,0,0,,,,,3.1,Network Architecture Security,,17,SCS-C02,AWS Certified Security - Specialty,,"Place the EC2 instances and the RDS DB instance in private subnets (E and C) so the only internet-facing component is the ALB, meeting the requirement that only HTTP/HTTPS from the internet is allowed. Use NAT gateways (A) with Elastic IPs for outbound traffic so the payment provider can allowlist fixed source IPs, and deploy one per AZ for resilience and uninterrupted communication as the environment scales."
5.2,VPC Endpoints & PrivateLink,"While securing the connection between a company’s VPC and its on-premises data center, a security engineer sent a ping command from an on-premises host (IP address 203.0.113.12) to an Amazon EC2 instance (IP address 172.31.16.139). The ping command did not return a response. The ﬂow log in the VPC showed the following: What action should be performed to allow the ping to work?","In the security group of the EC2 instance, allow inbound ICMP traﬃc.","In the security group of the EC2 instance, allow outbound ICMP traﬃc.","In the VPC’s NACL, allow inbound ICMP traﬃc.","In the VPC’s NACL, allow outbound ICMP traﬃc.",,,D,0,1,,,,0,0,,,,,3.1,Network Architecture Security,,25,SCS-C02,AWS Certified Security - Specialty,,"Ping uses ICMP Echo Request and Echo Reply; while the request may reach the instance, the reply must be allowed back out. Network ACLs are stateless, so you must explicitly allow outbound ICMP for the subnet or the Echo Reply will be dropped. Adjusting the instance’s security group alone won’t fix an outbound NACL block."
5.2,VPC Endpoints & PrivateLink,A company is hosting multiple applications within a single VPC in its AWS account. The applications are running behind an Application Load Balancer that is associated with an AWS WAF web ACL. The company's security team has identiﬁed that multiple port scans are originating from a speciﬁc range of IP addresses on the internet. A security engineer needs to deny access from the offending IP addresses. Which solution will meet these requirements?,Modify the AWS WAF web ACL with an IP set match rule statement to deny incoming requests from the IP address range.,Add a rule to all security groups to deny the incoming requests from the IP address range.,Modify the AWS WAF web ACL with a rate-based rule statement to deny the incoming requests from the IP address range.,Conﬁgure the AWS WAF web ACL with regex match conditions. Specify a pattern set to deny the incoming requests based on the match condition.,,,A,0,1,,,,0,0,,,,,3.2,Edge & Web Protection,,67,SCS-C02,AWS Certified Security - Specialty,,"An AWS WAF IP set match rule is purpose-built to block traffic from specific IP addresses or CIDR ranges and can be applied directly to the ALB via the web ACL. Security groups cannot explicitly deny traffic, rate-based rules are for throttling not targeted IP blocking, and regex match conditions inspect request content, not source IPs."
5.2,VPC Endpoints & PrivateLink,A company is using AWS Organizations to implement a multi-account strategy. The company does not have on-premises infrastructure. All workloads run on AWS. The company currently has eight member accounts. The company anticipates that it will have no more than 20 AWS accounts total at any time. The company issues a new security policy that contains the following requirements: • No AWS account should use a VPC within the AWS account for workloads. • The company should use a centrally managed VPC that all AWS accounts can access to launch workloads in subnets. • No AWS account should be able to modify another AWS account's application resources within the centrally managed VPC. • The centrally managed VPC should reside in an existing AWS account that is named Ac-count-A within an organization. The company uses an AWS CloudFormation template to create a VPC that contains multiple subnets in Account-A. This template exports the subnet IDs through the CloudFormation Outputs section. Which solution will complete the security setup to meet these requirements?,Use a CloudFormation template in the member accounts to launch workloads. Conﬁgure the template to use the Fn::ImportValue function to obtain the subnet ID values.,Use a transit gateway in the VPC within Account-A. Conﬁgure the member accounts to use the transit gateway to access the subnets in Account-A to launch workloads.,Use AWS Resource Access Manager (AWS RAM) to share Account-A's VPC subnets with the remaining member accounts. Conﬁgure the member accounts to use the shared subnets to launch workloads.,Create a peering connection between Account-A and the remaining member accounts. Conﬁgure the member accounts to use the subnets in Account-A through the VPC peering connection to launch workloads.,,,C,0,1,,,,0,0,,,,,4.1,Authentication & Authorization,,75,SCS-C02,AWS Certified Security - Specialty,,"VPC sharing via AWS RAM lets Account-A share specific subnets with other organization accounts so they can launch resources directly in those subnets, while Account-A retains control of VPC-level settings. Participant accounts cannot modify the VPC or each other’s resources, meeting the isolation requirement. ImportValue is not cross-account, and peering/transit gateways provide connectivity, not the ability to launch into another account’s subnets."
5.2,VPC Endpoints & PrivateLink,A security engineer needs to set up an Amazon CloudFront distribution for an Amazon S3 bucket that hosts a static website. The security engineer must allow only speciﬁed IP addresses to access the website. The security engineer also must prevent users from accessing the website directly by using S3 URLs. Which solution will meet these requirements?,Generate an S3 bucket policy. Specify cloudfront.amazonaws.com as the principal. Use the aws:SourceIp condition key to allow access only if the request comes from the speciﬁed IP addresses.,"Create a CloudFront origin access control (OAC). Create the S3 bucket policy so that only the OAC has access. Create an AWS WAF web ACL, and add an IP set rule. Associate the web ACL with the CloudFront distribution.",Implement security groups to allow only the speciﬁed IP addresses access and to restrict S3 bucket access by using the CloudFront distribution.,Create an S3 bucket access point to allow access from only the CloudFront distribution. Create an AWS WAF web ACL and add an IP set rule. Associate the web ACL with the CloudFront distribution.,,,B,0,1,,,,0,0,,,,,3.2,Edge & Web Protection,,139,SCS-C02,AWS Certified Security - Specialty,,Creating a CloudFront Origin Access Control (OAC) and restricting the S3 bucket policy to only allow the OAC prevents direct access via S3 URLs. Limiting access to specified IPs is best done at the CloudFront edge by associating an AWS WAF web ACL with an IP set. This combination enforces least privilege and meets both requirements.
5.2,VPC Endpoints & PrivateLink,"A company wants to remove all SSH keys permanently from a speciﬁc subset of its Amazon Linux 2 Amazon EC2 instances that are using the same IAM instance proﬁle. However, three individuals who have IAM user accounts will need to access these instances by using an SSH session to perform critical duties. How can a security engineer provide the access to meet these requirements?",Assign an IAM policy to the instance proﬁle to allow the EC2 instances to be managed by AWS Systems Manager. Provide the IAM user accounts with permission to use Systems Manager. Remove the SSH keys from the EC2 instances. Use Systems Manager Inventory to select the EC2 instance and connect.,Assign an IAM policy to the IAM user accounts to provide permission to use AWS Systems Manager Run Command. Remove the SSH keys from the EC2 instances. Use Run Command to open an SSH connection to the EC2 instance.,Assign an IAM policy to the instance proﬁle to allow the EC2 instances to be managed by AWS Systems Manager. Provide the IAM user accounts with permission to use Systems Manager. Remove the SSH keys from the EC2 instances. Use Systems Manager Session Manager to select the EC2 instance and connect.,Assign an IAM policy to the IAM user accounts to provide permission to use the EC2 service in the AWS Management Console. Remove the SSH keys from the EC2 instances. Connect to the EC2 instance as the ec2-user through the AWS Management Console’s EC2 SSH client method.,,,C,0,1,,,,0,0,,,,,4.1,Authentication & Authorization,,187,SCS-C02,AWS Certified Security - Specialty,,"AWS Systems Manager Session Manager provides interactive shell access to EC2 instances without needing SSH keys or opening inbound ports. Granting the instance profile SSM permissions and giving the users Session Manager permissions meets the requirement to remove SSH keys while still allowing access. Options A and B don’t provide interactive sessions (Inventory/Run Command), and D is not a valid or secure method."
5.2,VPC Endpoints & PrivateLink,A company uses Amazon Cognito as an OAuth 2.0 identity platform for its web and mobile applications. The company needs to capture successful and unsuccessful login attempts. The company also needs to query the data about the login attempts. Which solution will meet these requirements?,Conﬁgure Cognito to send logs of user activity to Amazon CloudWatch. Conﬁgure Amazon EventBridge to invoke an AWS Lambda function to export the logs to an Amazon S3 bucket. Use Amazon Athena to query the logs for event names of SignUp with event sources of cognito-idp.amazonaws.com.,Enable AWS CloudTrail to deliver logs to an Amazon S3 bucket. Use Amazon Athena to query the logs for event names of InitiateAuth with event sources of cognito-idp.amazonaws.com.,Conﬁgure AWS CloudTrail to send Cognito CloudTrail events to Amazon CloudWatch for monitoring. Query the event logs for event names of SignUp with event sources of cognito-idp.amazonaws.com.,Conﬁgure Amazon CloudWatch metrics to monitor and report Cognito events. Create a CloudWatch dashboard for the provided metrics. Display the Cognito user pools for event names of InitiateAuth with event sources of cognito-idp.amazonaws.com.,,,B,0,1,,,,0,0,,,,,4.1,Authentication & Authorization,,218,SCS-C02,AWS Certified Security - Specialty,,"AWS CloudTrail records Cognito user pool API calls, including both successful and failed sign-in attempts via the InitiateAuth (and AdminInitiateAuth) events, and can deliver logs to S3 for analysis with Athena. This meets both capture and query requirements. Other options either track the wrong event (SignUp), lack queryable storage, or add unnecessary complexity."
5.2,VPC Endpoints & PrivateLink,A company uses AWS Lambda functions to implement application logic. The company uses an organization in AWS Organizations to manage hundreds of AWS accounts. The company needs to implement a solution to continuously monitor the Lambda functions for vulnerabilities in all accounts. The solution must publish detected issues to a dashboard. Lambda functions that are being tested or are in development must not appear on the dashboard. Which combination of steps will meet these requirements? (Choose two.),Designate a delegated Amazon GuardDuty administrator account in the organization’s management account. Use the GuardDuty Summary dashboard to obtain an overview of Lambda functions that have vulnerabilities.,Designate a delegated Amazon Inspector administrator account in the organization’s management account. Use the Amazon Inspector dashboard to obtain an overview of Lambda functions that have vulnerabilities.,Apply tags of “test” or “development” to all Lambda functions that are in testing or development. Use a suppression ﬁlter that suppresses ﬁndings that contain these tags.,Enable AWS Shield Advanced in the organization’s management account. Use Amazon CloudWatch to build a dashboard for Lambda functions that have vulnerabilities.,Enable Lambda Protection in GuardDuty for all accounts. Auto-enable Lambda Protection for new accounts. Apply a tag to the Lambda functions that are in testing or development. Use GuardDutyExclusion as the tag key and LambdaStandardScanning as the tag value.,,"B, C",1,1,,,,0,0,,,,,2.3,Monitoring & Detection,,249,SCS-C02,AWS Certified Security - Specialty,,"Amazon Inspector provides continuous, organization-wide vulnerability scanning for Lambda functions and offers a centralized dashboard via a delegated administrator, satisfying the monitoring and visibility requirements. By tagging test/dev functions and creating suppression filters, their findings are excluded from the dashboard. GuardDuty and Shield Advanced focus on threat detection/DDoS, not vulnerability assessments, so they don’t meet the stated needs."
